pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
41649178,Patterns of Sensitization and Cross-Reactivity in Hair Dye Allergy: An 18-Year Tertiary-Center Experience from Greece.,"<u><b><i>Abstracts:</i></b></u> <u><b><i>Background:</i></b></u> Hair dye-related allergic contact dermatitis (ACD) is a common problem among both consumers and professionals. The main sensitizers are aromatic amines such as para-phenylenediamine (PPD) and toluene-2,5-diamine (TDA), which can also cross-react with chemically related compounds.<u><b><i>Objective:</i></b></u> To analyze patch-test results from patients with suspected hair dye-related ACD, focusing on the prevalence of sensitization to hair dye allergens, cross-reactivity patterns, and occupational differences.<u><b><i>Methods:</i></b></u> We retrospectively reviewed 666 patients patch-tested between 2005 and 2023 at the Patch Test Clinic of Andreas Sygros Hospital, Athens, Greece. All patients were tested with the European baseline and extended hairdresser series. Results were evaluated according to the International Contact Dermatitis Research Group and European Society of Contact Dermatitis criteria. Logistic regression was used to calculate odds ratios for co-sensitization, adjusted for sex and age.<u><b><i>Results:</i></b></u> Overall, 82.4% of patients reacted to at least 1 allergen, with a median of 3 positive reactions. PPD was the most frequent allergen (47.9%), followed by TDA (35.9%) and nickel (41.1%). Significant co-sensitization was observed between PPD and several chemically related compounds, including 4-aminophenol, 3-aminophenol, benzocaine, textile dyes, hydroquinone, and pyrogallol (<i>P</i> < 0.001). Similar associations were observed for TDA. Hairdressers were younger (mean 32.2 vs 40.7 years, <i>P</i> < 0.001) and had predominantly hand dermatitis (62.9%). Patients reacting to multiple hair dye components were significantly more likely to be sensitized to PPD. Co-sensitization between PPD and cocamidopropyl betaine likely reflected cosmetic co-exposure rather than structural cross-reactivity.<u><b><i>Conclusions:</i></b></u> PPD and TDA remain the dominant sensitizers in hair dye-related ACD, with strong cross-reactivity to aminophenols, benzocaine, and textile dyes. Extended patch testing is essential for accurate diagnosis, as 7% of para-amino-compound-sensitized patients would be missed by PPD testing alone. Occupational exposure and multi-allergen sensitization highlight the need for safer formulations and preventive strategies in hair dye use.",2026,"Dermatitis : contact, atopic, occupational, drug",hydroquinone,immune system,skin sensitization | oxidative stress,hair dye,unspecified,cosmetics product study | hair product study | clinical/hospital study | epidemiological study | industrial/occupational,,
41642146,Efficacy and Safety of Cysteamine-Isobionic Amide Complex in the Treatment of Periorbital Hyperpigmentation.,"Periorbital hyperpigmentation is a common yet challenging cosmetic concern due to the thin, vascular, and pigment-prone nature of periocular skin, as well as its multifactorial etiology. Discoloration in this area can be driven by genetics, photoaging, dermal thinning, and pigmentary disorders, making treatment outcomes often unpredictable and temporary. The cysteamine&ndash;isobionic amide complex offers a novel, non-hydroquinone and non-retinoid approach, combining the multi-pathway pigment reduction of cysteamine with the barrier-supporting and pigment-evening properties of isobionic amide. This pilot study aimed to evaluate the safety, tolerability, and efficacy of the cysteamine-isobionic amide complex for periorbital hyperpigmentation using objective imaging and patient-reported outcomes. Seven participants self-administered treatment three to five times weekly for 10 weeks. Patient-reported outcomes demonstrated consistent improvements in pigmentation, radiance, and overall appearance, with 83.3% noting improvement in their primary concern and 100% indicating they would recommend the regimen. The treatment was well tolerated, with only one case of transient mild erythema. To our knowledge, this is one of the first studies to investigate the cysteamine&ndash;isobionic amide complex in the periorbital region, supporting its potential as a safe, at-home option for under-eye hyperpigmentation. Future controlled trials with larger and more diverse cohorts are warranted to confirm these preliminary findings and assess long-term efficacy. &nbsp.",2026,Journal of drugs in dermatology : JDD,hydroquinone,skin | eye,unspecified,unspecified,retinol,cosmetics product study | clinical/hospital study | epidemiological study,,
41601401,Tranexamic Acid for Hyperpigmentation Disorders: A Literature Review on Efficacy and Safety in Melasma and PIH.,"Hyperpigmentation disorders, including melasma and post-inflammatory hyperpigmentation (PIH), are common dermatologic conditions associated with significant cosmetic and psychological burden. Tranexamic acid (TXA), an antifibrinolytic agent, has gained increasing attention due to its anti-inflammatory and antimelanogenic properties. To review the current evidence on the efficacy and safety of tranexamic acid in the management of hyperpigmentation disorders, particularly melasma and PIH. A narrative literature review was conducted using PubMed, Scopus, and Google Scholar to identify clinical and observational studies evaluating the efficacy, safety, and comparative outcomes of oral, topical, and intradermal tranexamic acid in hyperpigmentation disorders. Data were descriptively analyzed with comparison to standard treatments such as hydroquinone and laser therapies. Evidence from randomized and comparative studies demonstrates that oral, topical, and intradermal TXA significantly reduce pigmentation indices and improve quality-of-life scores in patients with melasma and PIH. Oral TXA at doses of 250-500 mg twice daily showed sustained clinical improvement with minimal adverse effects, most commonly mild gastrointestinal symptoms and menstrual irregularities. Topical and intradermal formulations demonstrated comparable or superior efficacy to hydroquinone with fewer irritant reactions. Combination therapies (e.g., TXA with hydroquinone or laser) yielded enhanced and longer-lasting outcomes. Tranexamic acid represents a promising and well-tolerated therapeutic option for hyperpigmentation disorders. Its efficacy across multiple administration routes, favorable safety profile, and synergistic potential with existing therapies support its expanding role as both a primary and adjunctive treatment in dermatologic pigment management.",2026,Journal of cosmetic dermatology,hydroquinone,skin | gut,reproductive toxicity,unspecified,unspecified,cosmetics product study | skin/topical study | clinical/hospital study,,
41596661,Potential Bioactive Function of Microbial Metabolites as Inhibitors of Tyrosinase: A Systematic Review.,"Tyrosinase (EC 1.14.18.1) is a binuclear copper enzyme responsible for the rate-limiting steps of melanogenesis, catalyzing the hydroxylation of L-tyrosine and oxidation of L-DOPA into o-quinones that polymerize melanin. Beyond its physiological role in pigmentation, tyrosinase is also implicated in food browning and oxidative stress-related disorders, making it a key target in cosmetic, food, and biomedical industries. This systematic review, conducted following PRISMA guidelines, aimed to identify and analyze microbial metabolites with tyrosinase inhibitory potential as sustainable alternatives to conventional inhibitors such as hydroquinone and kojic acid. Literature searches in Scopus and Web of Science (March 2025) yielded 156 records; after screening and applying inclusion criteria, 11 studies were retained for analysis. The inhibitors identified include indole derivatives, phenolic acids, peptides, and triterpenoids, mainly produced by fungi (e.g., <i>Ganoderma lucidum</i>, <i>Trichoderma</i> sp.), actinobacteria (<i>Streptomyces</i>, <i>Massilia</i>), and microalgae (<i>Spirulina</i>, <i>Synechococcus</i>). Reported IC<sub>50</sub> values ranged from micromolar to milli-molar levels, with methyl lucidenate F (32.23 µM) and <i>p</i>-coumaric acid (52.71 mM). Mechanisms involved competitive and non-competitive inhibition, as well as gene-level regulation. However, methodological heterogeneity, the predominance of mushroom tyrosinase assays, and limited human enzyme validation constrain translational relevance. Computational modeling, site-directed mutagenesis, and molecular dynamics are proposed to overcome these limitations. Overall, microbial metabolites exhibit promising efficacy, stability, and biocompatibility, positioning them as emerging preclinical candidates for the development of safer and more sustainable tyrosinase inhibitors.",2026,International journal of molecular sciences,hydroquinone,unspecified,oxidative stress,unspecified,kojic acid | peptides,cosmetics product study,,
41568816,Perioral Skin Exhibits a Higher Propensity for Scarring Compared With Nasal Skin: A Retrospective Analysis.,"Scar formation remains a significant clinical challenge in facial trauma repair, with the anatomic region-specific propensity poorly understood. This study investigates differential scarring outcomes between the perioral and nasal regions following refined cosmetic suturing. A retrospective analysis was conducted on 23 patients with nasal or perioral trauma treated using cosmetic suturing techniques. Scar evaluation was performed using the Scar Cosmesis Assessment and Rating (SCAR) scale by professional plastic surgeons, assessing parameters including scar spread, erythema, depigmentation, track marks or suture marks, hypertrophy or atrophy, and overall impression. Despite identical surgical techniques, perioral scars exhibited significantly higher SCAR scores (5.56±2.40) compared with nasal scars (3.41±1.90) (P<0.05). Specifically, perioral scars demonstrated greater spread (1.79±0.59 versus 1.09±0.48, P<0.01) and hypertrophy or atrophy (1.43±0.46 versus 0.98±0.58, P<0.05). No significant differences were observed in erythema, depigmentation, or patient items. The perioral region demonstrates a higher predisposition to scarring than the nasal region despite equivalent repair techniques, highlighting the influence of biomechanical factors. These findings emphasize the need for region-specific preventive strategies in facial scar management.",2026,The Journal of craniofacial surgery,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,,
41567924,Steroid-Induced Hyperglycaemia in a Patient With Possible Body Dissatisfaction: A Case Report.,"Steroid use for body enhancement was historically associated with bodybuilding and skin bleaching, but now may be gaining traction as a means of non-surgical cosmetic enhancement for young women unsatisfied with parts of their body, such as the buttocks and hips. Here, the side effects of steroids, such as fluid retention and weight gain, are marketed as positive outcomes. This case report describes a young African woman who presents with persistent hyperglycaemia, frequency, dysuria, and malaise after four months of taking dexamethasone tablets to gain a curvier frame. This case offers an opportunity to reassess our approach to history taking in young people presenting with hyperglycaemia and otherwise no family history of diabetes, especially in low- and middle-income countries (LMICs). Early identification of steroid abuse will enable further screening for comorbid mental health conditions, such as eating disorders and substance abuse, which are often associated with body dissatisfaction.",2025,Cureus,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,,
41566113,"Efficacy and Tolerability of 0.2% Thiamidol Cream for Facial Hyperpigmentation: A Randomized, Double-Blind, and Vehicle-Controlled Study.","Facial hyperpigmentation is a condition that often shows limited response to treatment. Thiamidol is a proven human tyrosinase (hTyr) inhibitor. However, evidence from randomized controlled trials evaluating the effectiveness of Thiamidol in reducing facial hyperpigmentation remains limited. This study is the first and largest randomized, double-blind, vehicle-controlled trial to evaluate the effectiveness of 0.2% Thiamidol cream in the treatment of facial hyperpigmentation in both sexes. A total of 200 participants with facial hyperpigmentation were randomized to either a Thiamidol cream or a vehicle cream group for 12 weeks. Blinded physicians assessed participants' scores on the modified Melasma Area and Severity Index (mMASI) using standardized photographs, with physician and patient global assessments and digital color analysis performed at weeks 4, 8, and 12. Of the 200 participants enrolled, 196 completed the study. The Thiamidol group showed significantly greater reductions in their mMASI scores (indicating improvement) than the vehicle group at all time points: the reduction from baseline were 11.8% vs 5.4% at week 4, 27.9% vs 13.6% at week 8, and 36.1% vs 16.1% at week 12 (all P < 0.001). The physician global assessments indicated slight to moderate improvement at weeks 8 and 12 (P < 0.001 and P = 0.001, respectively). The patient global assessments and digital color analysis showed no significant differences between groups. We found no statistically significant differences between the groups in the improvement of freckles or solar lentigines. No significant adverse events were reported in either group. We found Thiamidol to be effective, well tolerated, and suitable for both sexes in the treatment of facial hyperpigmentation. These findings support its potential for broader clinical application in cosmetic dermatology. ClinicalTrials.gov (NCT03926845).",2026,Dermatology and therapy,hydroquinone,unspecified,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | clinical/hospital study,,
41562471,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN<sup>+</sup>) Product for Male Facial Skin: Effects on Skin Appearance and Properties.,"With increasing life expectancy, the aging population, particularly in Asia, is expanding rapidly. Combined with intense year-round ultraviolet exposure, this accelerates skin aging. Male skin also exhibits distinct aging characteristics. This study aims to evaluate the efficacy and safety of the Genistein Plus Bakuchiol and Vitamins (GEN<sup>+</sup>) product on male facial skin. A randomized, double-blind, placebo-controlled trial was conducted in men aged 45-65 years. Participants were assigned to receive either the GEN<sup>+</sup> or placebo (PLA) product in a 1:1 ratio and applied the product twice daily for 12 weeks. Facial skin assessments were performed at baseline and at weeks 4, 8, and 12. Evaluated parameters included skin color and consistency, spots, pigmentation, redness, acne, elasticity, hydration, barrier function, and wrinkles. Compliance and satisfaction were also monitored. Eighty male participants were enrolled (GEN<sup>+</sup>: n = 40; PLA: n = 40). After 12 weeks, the GEN<sup>+</sup> group demonstrated significant improvements in cheek skin lightening (MD = 0.55, 95% CI: 0.03 to 1.08, p = 0.04) and color consistency (MD = -0.56, 95% CI: -1.06 to -0.06, p = 0.03), along with a reduction in forehead spots (MD = -0.60, 95% CI: -1.15 to -0.06, p = 0.03). No significant differences were observed in melanin-, erythema-, or acne-related parameters. Skin property parameters did not differ significantly between groups, except for skin roughness. Adverse events were mild and self-resolving. While satisfaction scores did not differ significantly, the GEN<sup>+</sup> group reported higher scores across most domains. The GEN<sup>+</sup> product demonstrated promising improvements in male facial skin appearance, including skin lightening, color consistency, and spot reduction. The product was well-tolerated and offered a safe, targeted skincare solution for men. ClinicalTrials.gov identifier: TCTR20240312001.",2026,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),hydroquinone,skin,unspecified,unspecified,unspecified,unclassified,,
41554783,A one compartment model to assess skin lightening rate of cosmetic formulae in UV induced clinical studies.,"Ultraviolet-induced skin darkening is often used as a clinical model to assess the efficacy of active ingredients aimed at modulating skin pigmentation ; targeting pigmentary skin disorders. Studying Ultraviolet (UV)-induced skin pigmentation therefore presents challenges due to the complex pigmentation kinetics involved. This work aimed to develop a population pharmacokinetic (popPK) model to describe the UV pigmentation kinetics, compare products efficacy with their corresponding vehicle in terms of elimination, i.e., the efficacy to decrease pigmentation, and conduct a meta-analysis on the elimination rate constants (ke) resulting from the model to compare different products. The use of popPK model is limited to the statistical framework (i.e. differential equation modeling) and this paper does not aim to conduct a formal popPK analysis of the pigmentation. A one-compartment model appropriately accounted for the observed kinetics. The model fits were satisfactory, with data symmetrically distributed around the identity line and individual weighted residuals showing no deviation from normality. Overall, the integration of popPK modeling and meta-analysis represents a novel and promising approach to advancing our understanding of pigmentation kinetics following UV exposure and evaluating the comparative efficacy of skin lightening agents against UV-induced pigmentation based on ke values. Further research in cosmetical product development could lead to more applications of popPK models allowing for a greater understanding of the mechanisms at play in cosmetic product efficacy.",2026,Scientific reports,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | industrial/occupational,,
41545220,Approach to a patient of facial hyperpigmentation.,"A middle-aged man presented with an 8-year history of slowly progressive brown-black pigmentation on both cheeks. The patient gave a history of unsupervised application of 4% hydroquinone cream for facial hyperpigmentation. Initially, his pigmentation lightened, but it subsequently darkened and spread despite continued use. Cutaneous examination revealed bilaterally symmetrical reticulate gray-brown to black macules on the malar and temporal regions. Dermoscopy of a lesion showed irregular brown-grey globules and curvilinear 'worm-like' structures with obliteration of follicular openings. A skin biopsy demonstrated ochre-coloured, banana-shaped pigment deposits within dermal collagen bundles (so-called 'banana bodies') with homogenised, swollen collagen. These findings confirmed exogenous ochronosis (EO) due to prolonged hydroquinone exposure. Early recognition of EO is important because its clinical features can mimic melasma and other facial melanoses. In this case, non-invasive dermoscopy provided characteristic clues suggestive of ochronosis, avoiding the need for multiple invasive biopsies. The patient was advised to discontinue hydroquinone and begin strict photoprotection and topical retinoid therapy, with consideration of Q-switched laser treatments.",2026,BMJ case reports,hydroquinone,skin,unspecified,sunscreen,retinol | collagen,sunscreen/UV filter study | skin/topical study | clinical/hospital study,,
41508749,Targeting Melasma: Innovations in Pigment Deposition and Photoaging in Cosmetic Dermatology.,"Melasma is a chronic, relapsing hyperpigmentation disorder driven by complex interactions among genetic predisposition, hormonal fluctuations, UV exposure, oxidative stress, inflammation, and photoaging. Its psychosocial impact is substantial, especially among women with darker skin types, and treatment remains challenging due to its multifactorial pathogenesis and high recurrence rates. This review aims to synthesize current knowledge on melasma pathophysiology, highlight recent innovations in topical and procedural therapies, identify limitations of existing treatments, and outline future directions toward personalized and regenerative approaches. A narrative literature review was performed, summarizing findings from epidemiologic studies, molecular investigations, and clinical trials. Key topics included pigment biology, hormonal and environmental triggers, oxidative stress pathways, emerging depigmenting agents, laser and microneedling technologies, combination therapies, and advances in precision medicine. Melasma arises from dysregulated melanogenesis involving hyperactive melanocytes, hormonal stimulation, UV-induced oxidative stress, dermal inflammation, fibroblast senescence, and pigmentary incontinence. Innovations include non-hydroquinone brighteners (e.g., thiamidol, melasyl), antioxidants, tranexamic acid, and improved topical delivery systems. Procedural advances-such as low-fluence picosecond lasers, fractional CO<sub>2</sub> laser-assisted drug delivery, chemical peel hybrids, and exosome-augmented microneedling-offer enhanced pigment clearance with improved safety profiles. Nevertheless, treatment durability remains limited by relapse, heterogeneous disease subtypes, PIH risk, and inconsistent adherence. Melasma management is evolving toward multi-target, combination-based strategies addressing pigmentation, inflammation, and photoaging simultaneously. Emerging regenerative technologies, biomarker-driven personalization, and AI-assisted assessment hold promise for improving long-term outcomes, though standardized protocols and long-term safety data are still needed.",2026,Journal of cosmetic dermatology,hydroquinone,skin | liver,oxidative stress,unspecified,unspecified,cosmetics product study | skin/topical study | clinical/hospital study | epidemiological study | biomonitoring study,,
41496353,"Extracellular vesicles from microalgae as natural bioactive agents for UVB protection, anti-aging, and skin depigmentation.","The search for effective dermocosmetic treatments has recently been accompanied by the growing demand for ingredients that are both naturally derived and sustainable. In this context, microalgae have emerged as a promising biofactory, producing bioactive compounds for skin health, widely recognized for their antioxidant, anti-inflammatory, and anti-aging activities. To leverage these properties, beyond the conventional use of microalgal biomass or extracts, the isolation and application of their secretome, including the extracellular vesicles named ""nanoalgosomes"", emerged as a novel approach. Extracellular vesicles are membranous nanoparticles released by all cells and naturally efficient in the transport of both endogenous and exogenous bioactive molecules. Their unique biological properties make them ideal candidates for therapeutic and cosmetic applications. Here, we propose nanoalgosomes, as a sustainable and effective solution for innovative dermocosmetic treatments. In this study we exemplify the use of the microalgae Tetraselmis chuii, an edible, green and renewable bio-source of extracellular vesicles. We demonstrated the nanoalgosomes' skin-health promoting potential, by employing the human skin cells as model to evidence the nanoalgosome ability to protect the cells from ultraviolet B (UVB) radiation-related damages, by reducing both the oxidative stress, and senescence-associated phenotype in UVB-exposed skin cells. Furthermore, nanoalgosomes modulate melanogenesis in UVB-stimulated melanocytes by downregulating tyrosinase, significantly reducing melanin content, supporting their role as photoprotective and pigmentation-modulating agents. Altogether, our results provide a solid foundation for the development of nanoalgosome-based formulations in dermocosmetic applications aimed at UV protection, anti-aging, and depigmentation, supporting the transition toward natural and sustainable skincare solutions.",2026,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,hydroquinone,skin,oxidative stress,sunscreen | foundation,unspecified,cosmetics product study | sunscreen/UV filter study | clinical/hospital study | industrial/occupational | food/dietary exposure,,
